,,,,,,,,,Total,,,,,Short,,,Medium,,,Long,,,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1605,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,20,1998,16.8,30.7,39.9,76.8,446.3,109.0,19.5,23.6,82.6,8.27,11.0,75.1,2.08,2.98,70.0,0.30,0.51,-0.21,2.26,1.37,1.55,0.42,2.86,Matches
1606,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,24,1994,16.7,42.5,49.9,85.0,735.3,293.5,19.5,21.1,92.4,19.0,21.3,89.0,3.65,6.05,60.4,0.18,0.03,0.15,0.42,2.87,0.24,0.12,2.34,Matches
1607,Loïc Mbe Soh\Loic-Mbe-Soh,fr FRA,DF,Paris S-G,fr Ligue 1,18,2001,0.6,118.3,128.3,92.2,1981.7,401.7,60.0,66.7,90.0,51.7,53.3,96.9,6.67,8.33,80.0,0.00,0.00,0.00,0.00,1.67,1.67,0.00,6.67,Matches
1608,Isaac Mbenza\Isaac-Mbenza,be BEL,FW,Amiens,fr Ligue 1,23,1996,0.9,30.0,41.1,73.0,522.2,187.8,12.2,12.2,100.0,12.2,15.6,78.6,4.44,10.0,44.4,0.00,0.11,-0.11,3.33,3.33,2.22,0.00,5.56,Matches
1609,Nathanael Mbuku\Nathanael-Mbuku,fr FRA,MFFW,Reims,fr Ligue 1,17,2002,4.4,18.9,27.0,69.7,302.7,83.6,8.41,11.1,75.5,8.64,11.1,77.6,0.91,2.27,40.0,0.00,0.02,-0.02,0.45,2.27,0.45,0.00,2.73,Matches
1610,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,eng Premier League,31,1987,34.3,33.6,43.0,78.2,593.5,186.5,15.2,17.5,87.0,13.7,16.5,83.2,3.73,6.47,57.7,0.09,0.08,0.01,0.96,3.67,0.70,0.09,3.85,Matches
1611,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,23,1996,23.5,17.3,26.8,64.5,251.1,66.6,10.4,14.6,71.2,5.15,8.34,61.7,1.02,1.62,63.2,0.00,0.06,-0.06,0.51,1.15,0.55,0.00,2.17,Matches
1612,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,eng Premier League,29,1989,28.0,15.8,29.1,54.1,622.5,461.5,1.82,1.96,92.7,5.21,5.32,98.0,8.68,21.8,39.9,0.00,0.00,0.00,0.04,0.96,0.04,0.00,0.00,Matches
1613,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,28,1990,18.7,33.7,43.7,77.0,679.0,188.0,12.8,15.3,83.6,13.2,15.0,87.9,6.15,10.8,56.9,0.00,0.04,-0.04,0.96,3.32,0.43,0.00,2.89,Matches
1614,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,eng Premier League,24,1994,25.7,22.7,30.0,75.6,530.2,151.1,7.39,8.79,84.1,9.38,11.4,82.5,5.45,8.40,64.8,0.12,0.09,0.02,1.56,2.76,1.17,0.35,3.50,Matches
1615,David McGoldrick\David-McGoldrick,ie IRL,FW,Sheffield Utd,eng Premier League,31,1987,20.2,23.5,30.8,76.2,391.2,63.9,12.1,14.6,83.0,9.16,11.6,78.7,1.88,3.17,59.4,0.10,0.10,-0.00,0.79,1.34,0.45,0.15,1.68,Matches
1616,Michael McGovern\Michael-McGovern,nir NIR,GK,Norwich City,eng Premier League,35,1984,1.8,17.2,28.3,60.8,459.4,300.6,4.44,4.44,100.0,4.44,4.44,100.0,7.22,18.3,39.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1617,Weston McKennie\Weston-McKennie,us USA,MFDF,Schalke 04,de Bundesliga,20,1998,23.0,36.9,45.9,80.3,704.0,174.0,15.2,18.2,83.5,15.4,18.2,84.7,5.48,7.65,71.6,0.00,0.09,-0.09,0.74,2.74,0.61,0.04,3.48,Matches
1618,Kenny McLean\Kenny-McLean,sco SCO,MF,Norwich City,eng Premier League,27,1992,33.0,40.1,51.2,78.4,709.9,236.5,19.4,22.6,85.9,15.1,18.1,83.6,4.64,8.36,55.4,0.03,0.07,-0.04,0.79,3.97,0.58,0.15,4.27,Matches
1619,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,eng Premier League,19,1999,37.1,23.6,34.4,68.4,457.5,145.3,11.4,13.3,86.0,7.52,10.2,74.0,4.20,8.65,48.6,0.16,0.18,-0.02,1.48,2.45,1.11,0.78,1.94,Matches
1620,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,eng Premier League,22,1996,19.7,41.4,50.5,82.0,842.7,207.3,15.8,18.8,83.8,17.9,20.6,86.7,7.26,9.70,74.9,0.05,0.04,0.02,0.71,4.47,0.56,0.10,4.16,Matches
1621,Biagio Meccariello\Biagio-Meccariello,it ITA,DF,Lecce,it Serie A,28,1991,8.5,40.9,48.2,84.9,841.4,313.2,13.1,14.6,89.5,20.6,22.8,90.2,6.71,9.76,68.7,0.00,0.01,-0.01,0.59,1.76,0.24,0.24,2.35,Matches
1622,Gary Medel\Gary-Medel,cl CHI,MF,Bologna,it Serie A,31,1987,19.8,49.8,54.9,90.7,968.7,254.9,18.9,20.7,91.2,23.1,24.4,94.4,7.12,8.54,83.4,0.00,0.03,-0.03,0.56,4.70,0.10,0.00,4.04,Matches
1623,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,eng Premier League,29,1989,32.0,27.3,36.6,74.7,645.9,248.0,7.31,8.25,88.6,12.8,15.0,85.8,6.97,12.8,54.4,0.03,0.02,0.01,0.19,1.84,0.03,0.00,1.66,Matches
1624,Joshua Mees\Joshua-Mees,de GER,MFFW,Union Berlin,de Bundesliga,23,1996,3.6,15.6,22.5,69.1,237.8,82.8,9.17,11.4,80.5,3.89,6.11,63.6,1.67,2.22,75.0,0.28,0.03,0.25,0.56,0.56,0.56,0.28,1.39,Matches
1625,Admir Mehmedi\Admir-Mehmedi,ch SUI,MFFW,Wolfsburg,de Bundesliga,28,1991,13.3,31.0,43.2,71.8,517.8,146.8,16.5,20.0,82.7,9.85,13.0,75.7,3.38,6.84,49.5,0.15,0.11,0.05,1.28,3.01,1.28,0.23,3.46,Matches
1626,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Torino,it Serie A,25,1994,24.5,31.4,38.2,82.2,596.5,134.3,13.1,16.0,81.6,13.4,15.3,87.2,4.29,5.55,77.2,0.08,0.05,0.03,0.90,3.02,0.98,0.33,2.73,Matches
1627,Farid El Melali\Farid-El-Melali,dz ALG,MFFW,Angers,fr Ligue 1,22,1997,3.4,20.6,30.3,68.0,334.4,77.6,10.6,14.7,72.0,7.65,9.71,78.8,1.18,1.76,66.7,0.00,0.00,0.00,0.29,0.29,0.59,0.00,2.35,Matches
1628,Óscar Melendo\Oscar-Melendo,es ESP,MFFW,Espanyol,es La Liga,21,1997,12.4,24.0,29.1,82.5,383.7,77.3,13.1,14.2,92.0,8.39,9.76,86.0,1.85,3.55,52.3,0.00,0.03,-0.03,1.05,2.26,1.13,0.16,2.42,Matches
1629,Gonzalo Melero\Gonzalo-Melero,es ESP,MF,Levante,es La Liga,25,1994,13.7,33.4,40.0,83.6,538.7,155.6,16.9,18.9,89.6,13.1,15.5,84.5,2.55,3.80,67.3,0.07,0.06,0.01,0.66,2.85,0.66,0.00,4.01,Matches
1630,Arthur Melo\Arthur-Melo,br BRA,MF,Barcelona,es La Liga,22,1996,13.1,73.4,80.9,90.7,1269.5,247.8,34.4,36.3,94.9,29.4,31.7,92.8,7.71,9.47,81.5,0.23,0.09,0.14,0.76,7.71,0.92,0.00,4.12,Matches
1631,Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,fr Ligue 1,28,1990,15.3,38.4,46.6,82.3,889.3,345.6,10.6,11.6,91.5,19.2,20.8,92.5,8.30,13.5,61.7,0.00,0.01,-0.01,0.13,3.79,0.13,0.13,4.64,Matches
1632,Thiago Mendes\Thiago-Mendes,br BRA,MF,Lyon,fr Ligue 1,27,1992,20.1,51.5,59.7,86.4,1004.9,246.1,21.9,24.2,90.7,20.3,22.4,90.9,8.31,11.1,74.6,0.30,0.08,0.22,1.09,5.82,1.00,0.10,4.78,Matches
1633,Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,es La Liga,22,1997,16.4,31.6,41.8,75.7,524.0,163.4,17.0,19.6,86.6,10.5,13.2,79.6,3.11,6.22,50.0,0.12,0.07,0.05,0.98,3.17,1.04,0.18,3.96,Matches
1634,Édgar Méndez\Edgar-Mendez,es ESP,MFFW,Alavés,es La Liga,29,1990,9.6,14.0,20.5,68.0,217.3,49.5,8.44,10.6,79.4,4.17,6.15,67.8,1.04,2.29,45.5,0.00,0.06,-0.06,0.63,1.15,0.83,0.42,1.67,Matches
1635,Stiven Mendoza\Stiven-Mendoza,co COL,FWMF,Amiens,fr Ligue 1,27,1992,12.2,21.6,30.7,70.4,351.4,107.0,12.1,15.2,80.0,7.13,9.51,75.0,1.80,3.69,48.9,0.00,0.03,-0.03,0.49,2.21,0.74,0.16,2.87,Matches
1636,Alexandre Mendy\Alexandre-Mendy,gw GNB,FWMF,Brest,fr Ligue 1,25,1994,10.0,11.8,16.1,73.3,176.5,21.3,6.80,7.80,87.2,3.90,6.40,60.9,0.70,1.00,70.0,0.10,0.04,0.06,0.60,0.40,0.30,0.10,0.80,Matches
1637,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,eng Premier League,25,1994,16.6,66.7,77.4,86.2,1195.7,349.5,29.2,31.6,92.6,31.2,35.0,89.2,5.60,8.61,65.0,0.12,0.08,0.04,1.20,3.31,2.29,1.20,6.93,Matches
1638,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Rennes,fr Ligue 1,27,1992,24.0,24.4,33.0,73.9,842.8,542.4,2.29,2.29,100.0,10.5,10.7,98.8,11.5,20.0,57.8,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,Matches
1639,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Real Madrid,es La Liga,24,1995,20.1,53.5,62.8,85.2,892.0,251.8,29.8,32.2,92.4,18.3,21.0,86.8,4.93,7.46,66.0,0.15,0.10,0.04,1.00,1.94,1.19,0.40,3.43,Matches
1640,Nampalys Mendy\Nampalys-Mendy,sn SEN,MF,Leicester City,eng Premier League,27,1992,3.2,60.6,66.3,91.5,1069.7,240.3,24.4,27.2,89.7,30.0,30.6,98.0,5.00,6.56,76.2,0.00,0.03,-0.03,0.94,6.88,0.31,0.00,3.13,Matches
1641,Hamza Mendyl\Hamza-Mendyl,ma MAR,DF,Dijon,fr Ligue 1,21,1997,16.0,41.4,53.0,78.1,697.7,288.6,20.9,23.3,89.8,16.1,19.8,81.3,3.50,7.94,44.1,0.00,0.07,-0.07,0.56,2.00,0.63,0.25,3.00,Matches
1642,Chris Mepham\Chris-Mepham,wal WAL,DF,Bournemouth,eng Premier League,21,1997,10.1,41.0,47.8,85.7,869.3,277.7,11.3,12.6,89.8,22.9,25.2,90.6,6.53,9.21,71.0,0.00,0.01,-0.01,0.10,1.58,0.00,0.00,2.28,Matches
1643,Levent Mercan\Levent-Mercan,de GER,MF,Schalke 04,de Bundesliga,18,2000,0.8,27.5,37.5,73.3,538.8,120.0,7.50,10.0,75.0,15.0,17.5,85.7,5.00,7.50,66.7,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,Matches
1644,Jorge Meré\Jorge-Mere,es ESP,DF,Köln,de Bundesliga,22,1997,6.9,49.0,55.2,88.7,1196.1,359.6,7.83,8.99,87.1,29.3,30.6,95.7,11.7,15.5,75.7,0.00,0.01,-0.01,0.29,3.62,0.00,0.00,4.06,Matches
1645,Alex Meret\Alex-Meret,it ITA,GK,Napoli,it Serie A,22,1997,21.7,23.4,27.7,84.5,520.6,262.4,7.93,7.97,99.4,9.95,9.95,100.0,5.48,9.72,56.4,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,Matches
1646,Fran Mérida\Fran-Merida,es ESP,MF,Osasuna,es La Liga,29,1990,12.9,45.0,59.7,75.5,1048.6,317.1,14.3,16.9,84.4,17.9,23.2,77.3,12.2,18.0,68.1,0.08,0.02,0.05,0.62,6.43,0.78,0.16,6.20,Matches
1647,Mikel Merino\Mikel-Merino,es ESP,MF,Real Sociedad,es La Liga,23,1996,34.9,43.5,56.6,77.0,789.4,257.6,18.9,23.0,82.4,18.3,22.6,80.9,5.30,8.85,59.9,0.03,0.06,-0.03,0.95,5.85,1.00,0.20,6.48,Matches
1648,Sabin Merino\Sabin-Merino,es ESP,FW,Leganés,es La Liga,27,1992,0.9,18.9,23.3,81.0,246.7,11.1,12.2,13.3,91.7,6.67,8.89,75.0,0.00,1.11,0.0,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,Matches
1649,Yıldırım Mert Çetin\Yildirim-Mert-Cetin,tr TUR,DF,Roma,it Serie A,22,1997,2.9,43.4,46.6,93.3,922.8,240.3,14.5,15.9,91.3,21.0,21.4,98.4,7.93,8.97,88.5,0.00,0.00,0.00,0.00,1.38,0.00,0.00,0.69,Matches
1650,Dries Mertens\Dries-Mertens,be BEL,FW,Napoli,it Serie A,32,1987,18.8,28.5,37.9,75.2,484.7,118.0,15.7,18.0,87.0,8.40,11.2,74.9,3.67,6.70,54.8,0.37,0.34,0.04,2.93,2.07,1.76,0.27,3.35,Matches
1651,Roque Mesa\Roque-Mesa,es ESP,MF,Leganés,es La Liga,30,1989,22.4,32.3,40.4,80.0,562.0,160.7,16.7,18.7,89.5,10.4,12.1,86.7,4.11,7.86,52.3,0.13,0.11,0.02,1.25,4.24,1.07,0.31,3.88,Matches
1652,Lionel Messi\Lionel-Messi,ar ARG,FWMF,Barcelona,es La Liga,32,1987,32.0,53.1,66.9,79.4,876.2,298.3,29.3,33.4,87.6,17.7,21.5,82.4,4.97,8.97,55.4,0.66,0.48,0.18,2.69,6.50,3.94,0.19,9.97,Matches
1653,Thomas Meunier\Thomas-Meunier,be BEL,DF,Paris S-G,fr Ligue 1,27,1991,13.8,55.9,67.0,83.5,1037.0,252.4,24.3,27.6,87.9,24.0,27.5,87.1,6.88,9.35,73.6,0.07,0.14,-0.07,1.30,3.04,1.30,0.65,3.99,Matches
1654,Mexer\Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,30,1988,16.5,54.1,66.1,81.9,1143.8,383.5,15.0,16.8,89.5,30.5,34.7,87.9,8.42,13.5,62.3,0.12,0.02,0.10,0.30,2.18,0.12,0.06,2.18,Matches
1655,Max Meyer\Max-Meyer,de GER,MFFW,Crystal Palace,eng Premier League,23,1995,7.3,21.9,29.2,75.1,301.6,83.3,13.6,15.8,86.1,6.03,7.40,81.5,0.96,2.47,38.9,0.00,0.10,-0.10,0.68,1.64,1.10,0.27,2.19,Matches
1656,Kingsley Michael\Kingsley-Michael,ng NGA,MF,Bologna,it Serie A,19,1999,0.8,63.8,72.5,87.9,1095.0,220.0,32.5,36.3,89.7,27.5,30.0,91.7,3.75,5.00,75.0,0.00,0.13,-0.13,1.25,7.50,0.00,0.00,5.00,Matches
1657,Míchel\Michel,es ESP,MF,Valladolid,es La Liga,31,1988,24.2,45.3,58.0,78.1,963.6,252.1,16.6,18.6,89.3,18.0,20.9,86.0,9.63,16.4,58.5,0.08,0.09,-0.01,1.28,3.88,0.79,0.29,3.76,Matches
1658,Sven Michel\Sven-Michel,de GER,FW,Paderborn 07,de Bundesliga,29,1990,15.3,15.4,24.2,63.3,238.6,52.0,8.89,11.9,74.7,5.03,7.97,63.1,1.05,1.96,53.3,0.07,0.09,-0.03,1.37,0.98,0.46,0.07,1.76,Matches
1659,Miguel\Miguel,es ESP,FW,Valladolid,es La Liga,19,1999,2.6,8.46,16.5,51.2,100.0,17.7,6.54,10.4,63.0,1.54,3.46,44.4,0.00,0.38,0.0,0.00,0.23,-0.23,0.77,0.00,0.00,0.00,0.38,Matches
1660,Florian Miguel\Florian-Miguel,fr FRA,DF,Nîmes,fr Ligue 1,22,1996,22.8,31.0,41.8,74.1,565.3,266.8,14.2,15.7,90.0,13.0,16.6,78.6,3.33,7.59,43.9,0.00,0.04,-0.04,0.57,2.50,0.79,0.48,2.59,Matches
1661,Georges Mikautadze\Georges-Mikautadze,ge GEO,FW,Metz,fr Ligue 1,18,2000,0.1,20.0,30.0,66.7,190.0,30.0,20.0,20.0,100.0,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1662,Nikola Milenković\Nikola-Milenkovic,rs SRB,DF,Fiorentina,it Serie A,21,1997,36.2,42.7,48.1,88.6,910.3,296.9,13.0,14.2,91.8,22.1,23.7,93.2,7.29,9.64,75.6,0.00,0.01,-0.01,0.17,2.43,0.17,0.03,2.71,Matches
1663,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,Napoli,it Serie A,25,1994,19.4,20.0,24.1,82.9,296.6,35.4,11.5,13.3,86.4,6.80,7.47,91.0,1.03,1.60,64.5,0.00,0.11,-0.11,1.19,1.08,0.52,0.05,1.08,Matches
1664,Sergej Milinković-Savić\Sergej-Milinkovic-Savic,rs SRB,MF,Lazio,it Serie A,24,1995,33.7,40.4,52.1,77.4,787.5,218.1,16.7,19.6,84.9,16.4,20.5,80.1,6.32,9.20,68.7,0.12,0.14,-0.02,1.34,3.89,1.51,0.27,5.13,Matches
1665,Éder Militão\Eder-Militao,br BRA,DF,Real Madrid,es La Liga,21,1998,11.4,52.5,59.9,87.7,1151.8,298.3,14.2,15.4,92.0,28.2,30.5,92.2,9.74,12.8,76.0,0.00,0.00,0.00,0.09,1.75,0.26,0.09,1.67,Matches
1666,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,eng Premier League,28,1991,27.9,41.6,54.0,77.1,890.5,293.5,13.8,15.8,87.3,19.0,21.7,87.4,8.14,15.2,53.7,0.04,0.06,-0.03,1.00,3.73,0.32,0.00,3.73,Matches
1667,Vincenzo Millico\Vincenzo-Millico,it ITA,MFFW,Torino,it Serie A,18,2000,2.4,25.0,35.4,70.6,567.9,110.8,11.7,14.2,82.4,5.42,7.50,72.2,7.50,11.7,64.3,0.00,0.13,-0.13,1.67,0.83,2.08,1.25,2.08,Matches
1668,James Milner\James-Milner,eng ENG,MFDF,Liverpool,eng Premier League,33,1986,10.4,63.8,74.3,85.9,1298.8,318.7,22.8,25.0,91.2,30.6,33.2,92.2,10.1,14.1,71.4,0.19,0.07,0.13,0.87,6.54,1.06,0.10,6.15,Matches
1669,Santi Mina\Santi-Mina,es ESP,FWMF,Celta Vigo,es La Liga,23,1995,21.6,23.1,32.7,70.8,342.1,89.3,13.4,17.1,78.3,6.85,10.3,66.4,1.57,2.36,66.7,0.14,0.11,0.03,0.88,1.67,0.83,0.05,2.50,Matches
1670,Yerry Mina\Yerry-Mina,co COL,DF,Everton,eng Premier League,24,1994,25.4,42.1,49.3,85.5,1005.9,283.6,9.41,10.6,88.8,21.9,24.4,89.7,10.6,13.6,77.7,0.04,0.01,0.03,0.16,1.97,0.04,0.00,2.40,Matches
1671,Takumi Minamino\Takumi-Minamino,jp JPN,FWMF,Liverpool,eng Premier League,24,1995,2.8,35.0,39.6,88.3,523.2,66.4,19.3,21.4,90.0,12.5,13.9,89.7,1.79,2.50,71.4,0.00,0.00,0.00,0.36,1.07,1.43,0.36,1.79,Matches
1672,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,eng Premier League,26,1993,32.2,32.8,41.4,79.1,812.5,257.5,6.86,7.67,89.5,17.0,18.3,92.5,8.73,14.5,60.2,0.06,0.02,0.04,0.22,2.02,0.12,0.03,1.55,Matches
1673,Jorge Miramón\Jorge-Miramon,es ESP,DF,Levante,es La Liga,30,1989,27.0,36.8,46.8,78.7,663.6,287.7,17.3,18.6,92.8,14.9,18.1,82.6,4.00,8.30,48.2,0.11,0.08,0.03,0.89,2.11,0.74,0.48,3.07,Matches
1674,Juan Miranda\Juan-Miranda,es ESP,DF,Schalke 04,de Bundesliga,19,2000,8.7,34.3,46.0,74.5,644.4,327.5,14.6,17.1,85.2,13.9,17.9,77.6,5.06,9.54,53.0,0.00,0.09,-0.09,1.38,2.64,1.49,0.80,5.06,Matches
1675,Antonio Mirante\Antonio-Mirante,it ITA,GK,Roma,it Serie A,36,1983,5.0,28.0,34.4,81.4,779.8,494.8,3.60,3.60,100.0,14.4,14.6,98.6,10.0,16.2,61.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1676,Simone Missiroli\Simone-Missiroli,it ITA,MF,SPAL,it Serie A,33,1986,31.1,39.9,47.0,84.8,698.9,199.5,18.1,19.9,90.8,17.4,19.9,87.5,3.83,5.79,66.1,0.00,0.03,-0.03,0.51,4.15,0.48,0.03,4.08,Matches
1677,Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,19,1999,2.2,43.6,54.1,80.7,745.0,386.4,21.8,25.5,85.7,20.5,22.7,90.0,1.36,4.55,30.0,0.00,0.09,-0.09,1.82,3.64,1.36,1.36,4.55,Matches
1678,Stefan Mitrović\Stefan-Mitrovic,rs SRB,DF,Strasbourg,fr Ligue 1,29,1990,22.8,37.4,41.2,90.6,863.6,229.9,8.46,9.17,92.3,20.4,21.3,95.9,8.07,10.1,80.0,0.04,0.02,0.03,0.09,1.01,0.04,0.00,1.27,Matches
1679,Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,DFFW,Hertha BSC,de Bundesliga,22,1997,21.0,38.8,53.5,72.4,785.4,292.7,16.1,18.5,87.4,15.1,19.2,78.9,6.57,13.3,49.5,0.14,0.08,0.07,1.10,3.24,1.05,0.52,4.19,Matches
1680,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FW,Arsenal,eng Premier League,30,1989,1.2,48.3,64.2,75.3,781.7,184.2,25.0,26.7,93.8,16.7,22.5,74.1,5.00,9.17,54.5,0.00,0.17,-0.17,1.67,2.50,1.67,0.00,5.00,Matches
1681,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,MFFW,Roma,it Serie A,30,1989,17.0,34.2,40.9,83.7,602.6,138.9,15.6,17.9,87.5,14.4,16.3,88.4,3.29,4.47,73.7,0.29,0.19,0.11,1.53,2.00,1.41,0.12,3.82,Matches
1682,Anthony Modeste\Anthony-Modeste,fr FRA,FWMF,Köln,de Bundesliga,31,1988,12.6,10.5,18.9,55.5,180.4,34.2,4.76,7.38,64.5,4.44,8.41,52.8,0.95,2.06,46.2,0.08,0.08,0.00,0.24,0.63,0.40,0.08,1.51,Matches
1683,Luka Modrić\Luka-Modric,hr CRO,MF,Real Madrid,es La Liga,33,1985,22.2,57.6,66.6,86.5,1075.4,280.2,27.3,29.9,91.4,19.5,21.2,92.1,9.28,12.3,75.5,0.32,0.15,0.17,1.89,5.54,1.40,0.27,5.50,Matches
1684,Kevin Möhwald\Kevin-Mohwald,de GER,MF,Werder Bremen,de Bundesliga,26,1993,0.8,43.8,51.3,85.4,813.8,188.8,15.0,15.0,100.0,17.5,21.3,82.4,8.75,11.3,77.8,0.00,0.00,0.00,0.00,5.00,0.00,0.00,2.50,Matches
1685,Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,33,1985,22.0,60.3,69.3,87.0,1332.9,453.0,16.4,17.5,94.0,31.9,34.9,91.5,11.6,16.2,71.9,0.00,0.01,-0.01,0.18,4.41,0.36,0.05,5.14,Matches
1686,Jorge Molina\Jorge-Molina,es ESP,FW,Getafe,es La Liga,37,1982,21.0,19.1,28.6,66.8,279.8,77.2,11.4,15.9,71.8,5.81,8.05,72.2,1.19,2.00,59.5,0.14,0.16,-0.01,1.10,1.29,0.90,0.19,2.57,Matches
1687,Florent Mollet\Florent-Mollet,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,18.7,37.2,47.8,77.8,718.7,187.7,16.5,18.9,87.5,13.4,15.2,88.1,6.20,11.3,55.0,0.16,0.21,-0.05,2.09,3.64,0.70,0.16,3.42,Matches
1688,Jon Moncayola\Jon-Moncayola,es ESP,MFDF,Osasuna,es La Liga,21,1998,16.6,30.4,39.5,76.8,644.7,154.6,10.5,12.3,85.8,13.1,16.2,80.7,6.02,9.34,64.5,0.00,0.02,-0.02,0.42,2.23,0.36,0.06,2.41,Matches
1689,Gabriele Moncini\Gabriele-Moncini,it ITA,FWMF,SPAL,it Serie A,23,1996,1.7,8.24,11.2,73.7,94.1,14.1,5.88,6.47,90.9,1.76,2.94,60.0,0.00,0.00,,0.00,0.00,0.00,1.18,0.00,0.00,0.00,0.00,Matches
1690,Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Amiens,fr Ligue 1,28,1991,15.2,35.9,46.6,77.0,731.4,241.4,14.1,16.2,87.0,15.0,17.7,84.8,6.25,10.8,57.9,0.00,0.04,-0.04,0.66,4.34,0.26,0.07,4.47,Matches
1691,Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,eng Premier League,33,1986,3.0,60.7,67.0,90.5,894.7,376.7,35.3,37.3,94.6,22.0,23.7,93.0,2.00,4.00,50.0,0.00,0.10,-0.10,1.00,2.67,0.33,0.00,2.33,Matches
1692,Nacho Monreal\Nacho-Monreal,es ESP,DF,Real Sociedad,es La Liga,33,1986,26.6,42.7,51.9,82.3,716.4,278.8,19.6,21.5,91.1,20.0,23.2,86.2,2.52,5.26,47.9,0.00,0.04,-0.04,0.45,1.88,0.94,0.45,3.16,Matches
1693,Joan Monterde\Joan-Monterde,es ESP,MF,Levante,es La Liga,21,1997,0.1,60.0,60.0,100.0,620.0,0.00,50.0,50.0,100.0,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1694,Ilario Monterisi\Ilario-Monterisi,it ITA,DF,Lecce,it Serie A,17,2001,0.0,4,4,100.0,70,25,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,2,Matches
1695,Ángel Montoro\Angel-Montoro,es ESP,MF,Granada,es La Liga,31,1988,10.8,40.8,53.7,76.0,978.1,291.6,12.9,14.7,87.4,15.8,18.3,86.4,11.7,19.4,60.3,0.46,0.11,0.35,1.76,5.74,1.02,0.09,5.09,Matches
1696,Martín Montoya\Martin-Montoya,es ESP,DF,Brighton,eng Premier League,28,1991,21.1,47.7,59.5,80.2,837.8,294.5,23.4,26.5,88.2,18.9,22.4,84.4,4.93,8.06,61.2,0.05,0.07,-0.02,0.95,1.94,1.61,0.85,4.27,Matches
1697,Simon Moore\Simon-Moore,eng ENG,GK,Sheffield Utd,eng Premier League,29,1990,2.0,9.50,24.0,39.6,473.0,368.0,0.00,0.00,,4.00,4.00,100.0,5.50,20.0,27.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1698,Aaron Mooy\Aaron-Mooy,au AUS,MFFW,Brighton,eng Premier League,28,1990,23.2,35.6,46.3,76.7,616.9,178.5,18.9,21.1,89.4,11.7,14.0,83.7,4.18,8.62,48.5,0.09,0.15,-0.06,1.68,3.45,1.34,0.30,4.14,Matches
1699,Wesley Moraes\Wesley-Moraes,br BRA,FW,Aston Villa,eng Premier League,22,1996,19.8,14.0,19.0,73.5,223.1,31.0,7.42,9.85,75.4,4.85,6.21,78.0,1.16,1.72,67.6,0.05,0.04,0.01,0.56,1.06,0.10,0.00,0.61,Matches
