,,,,,,,,,Touches,,,,,,,Dribbles,,,,,Carries,,,,,,,,Receiving,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
685,Amadou Diawara\Amadou-Diawara,gn GUI,MF,Roma,it Serie A,23-291,1997,7.3,73.0,3.29,20.8,46.6,10.0,0.41,71.8,0.41,0.68,60.0,0.41,0.00,51.2,256.0,114.2,4.79,1.23,0.14,0.14,0.68,54.0,52.6,97.5,0.96,Matches
686,Brahim Díaz\Brahim-Diaz,es ESP,MFFW,Milan,it Serie A,21-274,1999,10.9,50.6,0.55,4.59,25.1,25.0,4.31,48.7,2.66,4.04,65.9,2.75,0.09,38.8,188.9,97.2,5.32,1.83,0.55,2.29,3.03,51.0,37.8,74.1,7.71,Matches
687,Víctor Díaz\Victor-Diaz,es ESP,DF,Granada,es La Liga,32-326,1988,8.5,54.4,5.88,20.9,23.4,11.5,0.35,44.1,0.12,0.47,25.0,0.12,0.00,21.1,91.3,45.9,1.18,0.71,0.00,0.47,0.12,23.9,22.0,92.1,0.35,Matches
688,Daniel Didavi\Daniel-Didavi,de GER,FWMF,Stuttgart,de Bundesliga,31-072,1990,9.6,50.0,0.83,4.58,24.5,24.1,3.02,45.8,1.04,1.35,76.9,1.04,0.10,35.1,173.0,95.9,5.21,2.29,0.31,1.35,1.67,46.0,35.8,77.8,8.65,Matches
689,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,eng Premier League,27-109,1994,25.0,69.0,12.9,41.4,29.7,2.12,0.68,67.2,0.12,0.16,75.0,0.12,0.00,42.5,228.6,133.6,2.40,0.44,0.08,0.08,0.08,47.9,47.1,98.3,0.16,Matches
690,Daan Dierckx\Daan-Dierckx,be BEL,DF,Parma,it Serie A,18-069,2003,2.5,41.2,6.40,22.0,22.0,0.80,0.40,40.8,0.00,0.00,,0.00,0.00,23.2,120.8,55.6,1.60,0.40,0.00,0.00,0.00,25.6,25.6,100.0,0.00,Matches
691,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,eng Premier League,27-288,1993,24.8,69.7,3.47,19.0,30.0,24.0,1.57,57.8,0.24,0.56,42.9,0.28,0.00,33.9,152.7,85.0,3.23,1.33,0.16,0.85,1.09,44.5,37.8,85.0,4.07,Matches
692,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,eng Premier League,29-300,1991,4.1,86.1,6.10,35.6,52.0,2.20,1.22,85.4,0.00,0.00,,0.00,0.00,60.0,217.1,100.7,3.17,0.00,0.00,0.24,0.00,70.5,68.8,97.6,0.73,Matches
693,Mitchell Dijks\Mitchell-Dijks,nl NED,DF,Bologna,it Serie A,28-084,1993,14.1,60.3,3.55,21.1,27.1,17.4,1.42,50.9,1.91,4.04,47.4,2.06,0.28,36.2,194.9,118.9,4.18,1.84,0.21,1.06,1.28,40.5,36.5,90.0,1.49,Matches
694,Javairô Dilrosun\Javairo-Dilrosun,nl NED,FWMF,Hertha BSC,de Bundesliga,22-316,1998,3.3,47.3,0.30,9.09,24.2,18.2,3.64,45.8,2.12,5.76,36.8,3.03,0.30,35.2,230.9,118.8,6.06,1.52,2.12,1.21,0.91,43.3,33.9,78.3,8.79,Matches
695,Federico Dimarco\Federico-Dimarco,it ITA,DF,Hellas Verona,it Serie A,23-175,1997,26.4,73.1,4.32,20.2,33.0,24.7,2.31,59.9,0.45,0.76,60.0,0.49,0.04,41.5,232.8,145.2,5.45,1.97,0.30,0.68,0.53,48.8,43.8,89.7,2.92,Matches
696,Tristan Dingomé\Tristan-Dingome,cm CMR,MF,Reims,fr Ligue 1,30-076,1991,0.2,80.0,0.00,25.0,40.0,15.0,0.00,80.0,0.00,0.00,,0.00,0.00,55.0,180.0,25.0,0.00,0.00,0.00,5.00,0.00,65.0,65.0,100.0,5.00,Matches
697,Eren Dinkçi\Eren-Dinkci,de GER,FW,Werder Bremen,de Bundesliga,19-142,2001,1.1,47.3,0.91,10.0,18.2,21.8,5.45,47.3,0.91,2.73,33.3,0.91,0.00,25.5,69.1,37.3,1.82,0.00,0.91,6.36,2.73,51.8,30.0,57.9,4.55,Matches
698,Sinaly Diomande\Sinaly-Diomande,ci CIV,DF,Lyon,fr Ligue 1,20-025,2001,11.5,69.7,10.2,35.0,34.6,4.61,1.30,67.7,0.52,0.70,75.0,0.52,0.00,42.8,219.3,130.3,2.87,0.78,0.09,0.09,0.09,48.0,46.7,97.3,0.43,Matches
699,Lois Diony\Lois-Diony,fr FRA,FW,Angers,fr Ligue 1,28-135,1992,17.7,33.6,0.96,2.09,15.0,18.0,4.12,31.6,0.68,2.54,26.7,0.68,0.06,20.8,101.1,53.0,3.50,0.79,0.90,2.71,2.20,53.1,25.0,47.0,10.1,Matches
700,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,eng Premier League,24-115,1997,14.3,46.7,7.62,24.1,23.6,0.84,0.56,45.7,0.35,0.35,100.0,0.35,0.00,25.0,137.2,66.2,1.54,0.14,0.00,0.28,0.21,28.9,27.8,96.1,0.07,Matches
701,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,es La Liga,35-046,1986,23.4,43.5,2.14,8.12,28.5,8.29,1.20,42.7,0.30,0.51,58.3,0.30,0.00,20.7,78.0,29.7,1.54,0.43,0.17,0.47,0.68,24.6,20.9,84.7,0.90,Matches
702,Sofiane Diop\Sofiane-Diop,fr FRA,MFFW,Monaco,fr Ligue 1,20-329,2000,22.5,57.6,0.98,8.93,31.1,22.1,3.20,56.2,1.69,2.71,62.3,1.82,0.04,41.3,223.9,121.8,5.51,1.64,0.71,1.60,2.40,49.8,40.1,80.6,6.13,Matches
703,Yehvann Diouf\Yehvann-Diouf,fr FRA,GK,Reims,fr Ligue 1,21-169,1999,1.5,34.7,29.3,34.7,0.00,0.00,0.00,26.0,0.67,0.67,100.0,0.67,0.00,17.3,104.0,55.3,0.00,0.00,0.00,0.00,0.00,13.3,13.3,100.0,0.00,Matches
704,Assane Dioussé\Assane-Diousse,sn SEN,DF,Saint-Étienne,fr Ligue 1,23-226,1997,0.0,1,0,1,0,0,0,1,0,0,,0,0,1,4,2,0,0,0,0,0,1,0,0.0,0,Matches
705,Axel Disasi\Axel-Disasi,fr FRA,DF,Monaco,fr Ligue 1,23-054,1998,21.3,77.2,8.22,40.2,39.9,2.58,0.99,74.8,0.33,0.33,100.0,0.33,0.00,54.6,315.3,188.5,4.18,0.14,0.00,0.14,0.28,57.7,56.3,97.5,0.19,Matches
706,Tiago Djaló\Tiago-Djalo,pt POR,DF,Lille,fr Ligue 1,21-025,2000,8.7,83.9,4.37,26.3,49.0,14.4,0.57,75.4,0.92,1.61,57.1,1.03,0.00,54.0,260.9,132.8,4.14,1.72,0.34,0.46,1.03,56.3,54.8,97.3,0.92,Matches
707,Djené\Djene,tg TOG,DF,Getafe,es La Liga,29-124,1991,29.4,40.5,4.42,19.1,21.3,2.45,0.31,38.3,0.27,0.41,66.7,0.27,0.00,19.1,114.3,54.5,1.56,0.17,0.10,0.20,0.34,15.9,15.0,94.8,0.20,Matches
708,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,eng Premier League,22-323,1998,12.6,48.4,1.35,10.5,23.3,17.5,3.49,47.5,2.70,4.92,54.8,3.10,0.16,33.7,137.2,73.3,4.68,1.11,0.87,2.94,1.75,39.5,29.8,75.5,4.92,Matches
709,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Crotone,it Serie A,28-155,1992,12.9,58.1,8.29,30.0,28.4,3.18,0.23,54.0,0.47,0.85,54.5,0.47,0.00,33.1,170.4,94.4,2.17,0.47,0.00,0.23,0.78,34.1,33.1,97.0,0.31,Matches
710,Alexander Djiku\Alexander-Djiku,gh GHA,DFMF,Strasbourg,fr Ligue 1,26-268,1994,25.4,58.4,6.85,33.6,26.3,2.44,0.67,57.1,0.28,0.31,87.5,0.28,0.04,33.2,166.0,80.5,1.57,0.39,0.04,0.24,0.31,36.9,35.6,96.5,0.31,Matches
711,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Atalanta,it Serie A,28-074,1993,25.8,69.0,5.97,27.1,35.3,10.6,1.78,66.3,0.23,0.31,75.0,0.23,0.00,41.7,232.1,118.8,5.08,1.40,0.12,0.54,0.47,47.4,45.1,95.2,1.43,Matches
712,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,29-100,1992,31.7,34.0,28.5,33.6,0.38,0.16,0.06,23.4,0.03,0.03,100.0,0.03,0.00,15.0,84.9,46.3,0.00,0.00,0.00,0.00,0.00,13.0,13.0,99.8,0.00,Matches
713,Ritsu Doan\Ritsu-Doan,jp JPN,MFFW,Arminia,de Bundesliga,22-322,1998,27.9,43.2,0.43,5.27,21.3,21.1,3.01,39.1,2.11,4.05,52.2,2.58,0.18,30.0,161.9,98.7,5.34,2.08,0.93,2.65,2.69,42.1,26.8,63.7,4.55,Matches
714,Mihai Dobre\Mihai-Dobre,ro ROU,FWMF,Dijon,fr Ligue 1,22-247,1998,5.2,45.8,1.15,8.08,24.2,18.5,2.69,44.4,2.50,4.04,61.9,2.69,0.00,30.6,196.3,117.5,6.15,2.31,0.58,2.50,1.92,43.5,29.2,67.3,4.81,Matches
715,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,eng Premier League,29-108,1992,12.7,70.7,4.41,22.1,33.1,18.9,1.42,60.6,0.55,1.18,46.7,0.63,0.00,36.9,149.5,82.4,4.57,1.50,0.08,0.87,0.87,47.6,42.4,89.1,3.07,Matches
716,Jeremy Doku\Jeremy-Doku,be BEL,MFFW,Rennes,fr Ligue 1,18-342,2002,23.1,52.6,0.22,5.06,21.3,31.9,4.81,52.3,3.29,5.76,57.1,3.94,0.09,47.4,286.8,186.2,11.0,2.60,1.56,2.55,2.81,53.9,41.2,76.4,6.80,Matches
717,Kasper Dolberg\Kasper-Dolberg,dk DEN,FW,Nice,fr Ligue 1,23-210,1997,18.4,26.5,1.20,2.39,14.8,10.2,2.88,24.5,0.60,1.25,47.8,0.60,0.00,16.2,58.0,27.4,1.52,0.54,0.33,2.39,2.07,34.2,18.0,52.7,6.41,Matches
718,Keagan Dolly\Keagan-Dolly,za RSA,MF,Montpellier,fr Ligue 1,28-102,1993,4.8,46.0,0.63,7.29,22.5,20.6,1.25,43.3,0.83,1.67,50.0,1.04,0.21,30.2,174.2,98.8,5.00,2.29,0.42,1.46,1.46,40.6,30.6,75.4,4.17,Matches
719,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,30-180,1990,28.0,35.2,31.4,34.9,0.36,0.00,0.00,23.3,0.04,0.04,100.0,0.04,0.00,15.1,64.3,37.5,0.00,0.00,0.00,0.00,0.00,12.7,12.5,98.9,0.00,Matches
720,Nicolás Domínguez\Nicolas-Dominguez,ar ARG,MF,Bologna,it Serie A,22-310,1998,13.9,63.2,3.45,16.5,36.1,14.4,2.09,61.2,0.65,0.72,90.0,0.65,0.07,35.6,190.6,85.8,3.09,0.72,0.14,1.22,1.22,45.8,38.8,84.6,3.02,Matches
721,John Donald\John-Donald,es ESP,DF,Elche,es La Liga,20-247,2000,0.6,35.0,1.67,20.0,16.7,0.00,0.00,35.0,0.00,0.00,,0.00,0.00,30.0,206.7,108.3,0.00,0.00,0.00,1.67,0.00,35.0,33.3,95.2,0.00,Matches
722,Ji Dong-won\Ji-Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,29-341,1991,0.7,42.9,0.00,8.57,21.4,12.9,2.86,41.4,0.00,0.00,,0.00,0.00,12.9,50.0,20.0,1.43,0.00,0.00,1.43,0.00,40.0,22.9,57.1,5.71,Matches
723,Anastasios Donis\Anastasios-Donis,gr GRE,MF,Reims,fr Ligue 1,24-248,1996,1.1,27.3,0.00,3.64,13.6,11.8,0.00,27.3,0.91,1.82,50.0,0.91,0.00,18.2,90.0,60.0,1.82,0.00,0.00,4.55,1.82,40.0,23.6,59.1,6.36,Matches
724,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,22-068,1999,33.0,36.1,31.2,35.8,0.27,0.00,0.00,28.6,0.06,0.06,100.0,0.06,0.00,19.4,100.5,57.9,0.00,0.00,0.00,0.00,0.00,19.2,19.1,99.5,0.00,Matches
725,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,eng Premier League,23-136,1997,18.2,79.2,11.5,41.9,40.2,2.42,1.26,78.1,0.11,0.33,33.3,0.16,0.00,56.4,347.3,196.2,4.56,0.22,0.11,0.16,0.16,61.8,60.4,97.7,0.44,Matches
726,Bas Dost\Bas-Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,31-338,1989,9.1,40.9,1.10,2.97,23.1,15.5,4.18,39.9,0.11,0.11,100.0,0.11,0.00,18.7,47.7,17.1,1.10,0.22,0.22,1.10,0.99,53.8,33.3,61.8,7.69,Matches
727,Lucas Douath\Lucas-Douath,fr FRA,MF,Saint-Étienne,fr Ligue 1,17-272,2003,13.6,50.9,2.21,17.3,32.7,5.74,0.29,50.4,0.66,1.47,45.0,0.81,0.00,35.1,236.9,116.8,4.19,1.10,0.07,0.74,0.88,33.4,31.1,93.2,0.51,Matches
728,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,eng Premier League,28-123,1993,23.7,57.6,2.28,17.1,31.6,12.7,1.39,57.2,0.68,1.05,64.0,0.72,0.08,35.7,171.7,87.4,2.87,1.10,0.04,1.05,1.01,44.0,38.9,88.5,3.04,Matches
729,Cheick Doucouré\Cheick-Doucoure,ml MLI,MF,Lens,fr Ligue 1,21-116,2000,26.4,60.5,1.93,12.8,41.9,10.1,0.80,60.0,1.14,1.52,75.0,1.14,0.04,39.3,218.4,119.9,5.76,1.52,0.27,0.72,0.87,42.2,39.5,93.5,1.93,Matches
730,Fodé Doucouré\Fode-Doucoure,ml MLI,DF,Reims,fr Ligue 1,20-090,2001,3.6,64.2,4.17,22.2,36.4,13.3,0.56,53.9,0.83,1.11,75.0,0.83,0.00,37.2,253.9,177.8,8.33,3.33,0.56,0.83,0.83,37.5,35.6,94.8,1.11,Matches
731,Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Levante,es La Liga,28-235,1992,1.0,59.0,2.00,8.00,37.0,14.0,1.00,59.0,1.00,1.00,100.0,1.00,0.00,41.0,189.0,62.0,3.00,0.00,0.00,1.00,2.00,39.0,37.0,94.9,3.00,Matches
732,Idrissa Doumbia\Idrissa-Doumbia,ci CIV,MF,Huesca,es La Liga,23-020,1998,7.8,52.6,2.95,15.1,34.1,7.82,0.13,51.7,1.41,1.92,73.3,1.41,0.00,39.6,207.7,76.0,2.82,0.64,0.00,1.03,0.64,40.8,36.7,89.9,0.51,Matches
733,Moussa Doumbia\Moussa-Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,26-262,1994,9.3,55.8,0.65,8.71,27.8,26.8,3.44,54.2,2.58,4.62,55.8,2.80,0.00,47.7,313.9,197.8,10.3,3.98,1.72,2.80,2.47,53.8,40.6,75.6,6.56,Matches
734,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,Angers,fr Ligue 1,24-222,1996,24.3,62.0,2.88,19.7,30.9,15.8,0.78,52.3,1.32,1.98,66.7,1.48,0.04,37.1,205.9,121.3,5.19,1.81,0.21,1.19,1.11,38.2,35.3,92.6,2.14,Matches
735,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,30-059,1991,9.6,99.3,3.96,33.3,60.6,12.8,0.63,91.4,0.42,0.42,100.0,0.42,0.00,64.3,298.5,167.0,5.10,2.19,0.10,0.31,0.10,69.7,68.0,97.6,0.73,Matches
736,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,23-258,1997,33.5,32.8,29.3,32.7,0.09,0.00,0.00,22.2,0.00,0.00,,0.00,0.00,14.5,85.3,49.6,0.00,0.00,0.00,0.00,0.00,12.4,12.3,99.5,0.00,Matches
737,Denis Drăguș\Denis-Dragus,ro ROU,FWMF,Crotone,it Serie A,21-302,1999,1.9,50.5,0.00,3.68,25.8,25.8,2.11,50.0,1.58,2.63,60.0,2.11,0.00,38.9,187.4,67.9,2.63,2.63,0.00,5.79,3.68,55.3,38.4,69.5,8.95,Matches
738,Radu Drăgușin\Radu-Dragusin,ro ROU,DF,Juventus,it Serie A,19-090,2002,0.0,2,1,2,0,0,0,2,0,0,,0,0,1,4,0,0,0,0,0,0,1,1,100.0,0,Matches
739,Mouhamadou Drammeh\Mouhamadou-Drammeh,fr FRA,MF,Reims,fr Ligue 1,21-354,1999,1.9,37.4,4.74,10.5,24.7,4.74,1.05,35.8,2.63,3.16,83.3,2.63,0.00,23.7,134.2,65.8,3.68,0.00,0.53,0.53,1.58,23.7,20.5,86.7,0.00,Matches
740,Julian Draxler\Julian-Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,27-226,1993,10.5,63.5,0.29,6.67,34.4,28.2,3.52,60.9,1.81,2.95,61.3,1.90,0.00,50.2,295.8,172.1,9.24,3.33,1.24,0.67,1.05,56.2,51.3,91.4,7.62,Matches
741,Dominick Drexler\Dominick-Drexler,de GER,MFFW,Köln,de Bundesliga,30-343,1990,12.6,48.8,1.67,9.92,22.0,20.0,3.57,47.4,0.79,1.43,55.6,0.79,0.00,32.4,192.0,87.0,4.37,1.35,0.71,1.59,1.67,43.5,32.9,75.7,5.48,Matches
742,Matthieu Dreyer\Matthieu-Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32-045,1989,15.0,26.7,23.6,26.5,0.13,0.00,0.00,17.1,0.00,0.00,,0.00,0.00,10.0,62.9,32.3,0.00,0.00,0.00,0.00,0.00,8.53,8.47,99.2,0.00,Matches
743,Domingos Duarte\Domingos-Duarte,pt POR,DF,Granada,es La Liga,26-055,1995,23.4,45.0,6.84,23.9,22.5,1.54,0.60,43.2,0.13,0.17,75.0,0.13,0.00,23.2,149.0,87.8,2.01,0.30,0.00,0.09,0.26,24.5,23.5,96.0,0.09,Matches
744,Léo Duarte\Leo-Duarte,br BRA,DF,Milan,it Serie A,24-291,1996,0.2,75.0,5.00,60.0,25.0,0.00,0.00,70.0,0.00,0.00,,0.00,0.00,55.0,210.0,85.0,0.00,0.00,0.00,0.00,0.00,60.0,60.0,100.0,0.00,Matches
745,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Levante,es La Liga,31-335,1989,20.6,60.1,11.9,36.8,25.1,1.31,0.78,58.2,0.10,0.15,66.7,0.10,0.00,33.1,159.7,76.6,1.50,0.10,0.00,0.10,0.10,39.2,37.7,96.3,0.19,Matches
746,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,25-198,1995,24.5,59.7,3.71,18.7,30.2,13.2,0.37,48.2,0.12,0.37,33.3,0.16,0.04,25.3,115.6,62.1,2.90,0.94,0.04,0.29,0.29,28.7,26.9,93.9,0.45,Matches
747,Leo Dubois\Leo-Dubois,fr FRA,DF,Lyon,fr Ligue 1,26-232,1994,29.5,79.7,3.12,18.4,37.5,29.5,2.61,65.6,1.08,1.69,64.0,1.15,0.10,45.6,255.6,157.7,7.15,2.34,0.68,0.88,0.78,52.5,47.8,91.0,3.25,Matches
748,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,eng Premier League,32-109,1989,9.0,37.1,32.8,37.0,0.11,0.00,0.00,24.3,0.00,0.00,,0.00,0.00,15.7,73.0,42.8,0.00,0.00,0.00,0.11,0.11,12.9,12.9,100.0,0.00,Matches
749,Ondrej Duda\Ondrej-Duda,sk SVK,FWMF,Köln,de Bundesliga,26-150,1994,25.2,57.1,1.03,7.90,31.8,20.7,1.87,51.3,2.10,2.78,75.7,2.18,0.12,36.3,164.0,67.5,3.21,0.99,0.24,2.54,1.59,52.6,38.4,73.1,4.80,Matches
750,Unai Dufur\Unai-Dufur,es ESP,DF,Eibar,es La Liga,22-123,1999,0.7,72.9,2.86,20.0,35.7,17.1,0.00,51.4,0.00,0.00,,0.00,0.00,31.4,120.0,44.3,1.43,0.00,0.00,1.43,0.00,31.4,30.0,95.5,0.00,Matches
751,Haris Duljević\Haris-Duljevic,ba BIH,MFFW,Nîmes,fr Ligue 1,27-169,1993,8.6,47.9,0.81,5.47,25.9,23.0,2.44,46.2,3.72,5.35,69.6,3.95,0.35,38.8,224.1,144.3,7.21,3.72,0.81,1.86,2.79,47.0,33.5,71.3,4.42,Matches
752,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,29-220,1991,9.9,51.5,6.46,25.4,20.3,7.27,0.20,46.2,0.20,0.30,66.7,0.20,0.00,26.5,85.9,45.4,0.71,0.30,0.00,0.20,0.10,29.5,27.9,94.5,0.20,Matches
753,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Fiorentina,it Serie A,28-055,1993,1.8,56.7,0.56,8.33,39.4,12.8,0.56,53.9,2.78,2.78,100.0,2.78,0.56,38.3,163.9,56.7,2.22,0.00,0.00,0.56,1.11,39.4,38.3,97.2,0.56,Matches
754,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Cagliari,it Serie A,28-055,1993,9.8,57.0,2.14,12.4,36.1,13.2,0.51,55.6,1.12,1.63,68.8,1.12,0.10,38.3,186.0,100.7,3.78,1.43,0.31,1.22,1.63,42.7,39.4,92.3,2.35,Matches
755,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,eng Premier League,29-164,1991,31.0,72.7,12.1,43.5,29.4,3.55,1.42,70.5,0.16,0.16,100.0,0.16,0.00,47.0,255.6,125.6,2.52,0.61,0.00,0.19,0.06,51.1,50.0,98.0,0.39,Matches
756,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,eng Premier League,23-197,1997,2.0,53.0,9.50,31.5,17.5,5.00,4.00,52.5,0.00,0.00,,0.00,0.00,21.5,116.0,11.0,0.00,0.00,0.00,0.00,0.00,28.0,26.0,92.9,4.00,Matches
757,Erik Durm\Erik-Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28-357,1992,15.7,53.8,2.61,13.8,26.4,16.6,2.04,44.5,0.70,1.15,61.1,0.76,0.06,30.3,171.5,77.1,3.12,1.15,0.45,1.40,0.89,35.3,29.1,82.5,2.80,Matches
758,Hugo Duro\Hugo-Duro,es ESP,FW,Real Madrid,es La Liga,21-175,1999,0.6,18.3,0.00,0.00,5.00,13.3,5.00,18.3,0.00,0.00,,0.00,0.00,10.0,46.7,10.0,0.00,0.00,0.00,3.33,0.00,40.0,13.3,33.3,6.67,Matches
759,Jean-Kevin Duverne\Jean-Kevin-Duverne,fr FRA,DF,Brest,fr Ligue 1,23-296,1997,19.5,71.2,10.1,38.8,35.2,3.03,0.62,68.3,0.72,0.82,87.5,0.72,0.05,45.5,275.7,172.6,4.31,0.87,0.10,0.31,0.56,49.6,48.6,98.0,0.31,Matches
760,Paulo Dybala\Paulo-Dybala,ar ARG,FW,Juventus,it Serie A,27-170,1993,10.6,71.9,0.28,5.09,32.4,38.8,5.38,64.0,2.17,3.49,62.2,2.17,0.28,49.5,241.1,118.0,6.89,2.17,1.04,3.11,2.08,65.5,55.4,84.6,9.81,Matches
761,Edin Džeko\Edin-Dzeko,ba BIH,FW,Roma,it Serie A,35-048,1986,17.9,37.7,1.01,1.96,18.0,19.9,6.87,35.5,1.12,2.46,45.5,1.23,0.11,23.0,114.8,64.1,3.85,1.12,1.01,3.07,1.96,50.0,29.7,59.4,9.72,Matches
762,Eric Junior Dina Ebimbe\Eric-Junior-Dina-Ebimbe,fr FRA,FWMF,Dijon,fr Ligue 1,20-164,2000,21.8,43.9,0.78,6.61,25.4,18.0,3.26,43.3,2.43,4.08,59.6,2.57,0.18,33.4,201.4,117.1,4.77,1.88,0.60,2.94,2.71,41.7,32.2,77.4,6.15,Matches
763,Steeve-Mike Ebongue\Steeve-Mike-Ebongue,fr FRA,MF,Genoa,it Serie A,20-073,2001,0.4,55.0,2.50,22.5,17.5,20.0,0.00,55.0,0.00,0.00,,0.00,0.00,42.5,130.0,37.5,0.00,2.50,0.00,2.50,0.00,27.5,25.0,90.9,0.00,Matches
764,Enzo Ebosse\Enzo-Ebosse,fr FRA,DF,Angers,fr Ligue 1,22-054,1999,2.9,62.1,8.97,31.0,29.3,5.17,0.69,57.6,0.00,0.00,,0.00,0.00,41.4,154.5,77.2,1.38,0.34,0.00,0.34,0.00,43.1,41.4,96.0,0.69,Matches
765,Bruno Ecuele Manga\Bruno-Ecuele-Manga,ga GAB,DF,Dijon,fr Ligue 1,32-292,1988,35.0,60.1,11.7,39.9,21.9,1.74,1.09,58.5,0.29,0.34,83.3,0.31,0.00,35.1,182.1,85.4,1.31,0.11,0.03,0.17,0.20,38.6,37.6,97.5,0.17,Matches
766,Simone Edera\Simone-Edera,it ITA,DFMF,Torino,it Serie A,24-115,1997,0.6,55.0,3.33,18.3,20.0,20.0,1.67,45.0,3.33,3.33,100.0,3.33,0.00,26.7,108.3,70.0,5.00,0.00,1.67,1.67,0.00,33.3,23.3,70.0,0.00,Matches
767,Ederson\Ederson,br BRA,GK,Manchester City,eng Premier League,27-260,1993,33.0,31.4,27.3,31.3,0.12,0.00,0.00,25.5,0.00,0.00,,0.00,0.00,18.9,92.1,55.8,0.00,0.00,0.00,0.03,0.00,18.9,18.8,99.4,0.00,Matches
768,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,eng Premier League,23-076,1998,1.3,38.5,0.00,8.46,17.7,15.4,4.62,38.5,0.77,3.08,25.0,0.77,0.00,29.2,184.6,134.6,7.69,0.77,1.54,1.54,1.54,37.7,27.7,73.5,3.85,Matches
769,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,eng Premier League,28-196,1992,25.2,47.8,7.62,26.3,23.2,1.71,0.75,46.9,0.08,0.08,100.0,0.08,0.00,24.5,174.5,106.9,2.54,0.24,0.00,0.12,0.04,28.5,27.3,96.0,0.16,Matches
770,Johannes Eggestein\Johannes-Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,22-361,1998,0.4,47.5,5.00,12.5,25.0,15.0,2.50,47.5,0.00,0.00,,0.00,0.00,35.0,230.0,122.5,7.50,5.00,0.00,0.00,0.00,32.5,30.0,92.3,2.50,Matches
771,Maximilian Eggestein\Maximilian-Eggestein,de GER,MF,Werder Bremen,de Bundesliga,24-147,1996,29.7,51.0,2.22,12.9,29.1,11.9,1.01,49.8,0.54,0.98,55.2,0.54,0.03,31.1,135.0,77.9,3.16,1.25,0.17,0.98,0.94,37.0,30.8,83.2,2.36,Matches
772,Lilian Egloff\Lilian-Egloff,de GER,MF,Stuttgart,de Bundesliga,18-257,2002,0.2,35.0,0.00,15.0,0.00,20.0,5.00,30.0,5.00,5.00,100.0,5.00,0.00,30.0,60.0,5.00,5.00,0.00,5.00,5.00,10.0,30.0,25.0,83.3,10.0,Matches
773,Kingsley Ehizibue\Kingsley-Ehizibue,nl NED,DF,Köln,de Bundesliga,25-344,1995,11.7,60.5,4.27,19.3,27.6,16.4,1.11,49.7,1.62,2.65,61.3,1.62,0.17,30.5,158.8,92.1,3.93,1.37,0.00,1.11,1.20,35.1,29.7,84.7,2.56,Matches
774,Albin Ekdal\Albin-Ekdal,se SWE,MF,Sampdoria,it Serie A,31-280,1989,22.2,51.6,2.75,13.6,31.2,9.46,1.04,49.8,0.86,0.99,86.4,0.90,0.00,27.8,142.1,68.7,2.70,0.63,0.05,0.45,0.86,31.3,27.9,89.2,1.44,Matches
